"user_id","signed_up_at","signup_method","goal","signup_platform","d0_u2s","days_to_first_in_app_workout","d0_d13_tad_core"
"083d8ac0-f63c-4186-af55-e439941c0e8f","2019-06-01 13:58:24.707881","facebook","","ios",0,,0
"089007be-7523-4e39-8ed4-f05adff521db","2019-06-01 01:19:17.665543","mail","","ios",0,0,1
"08b284e5-50c9-49c2-9384-db7f864bf315","2019-06-01 23:35:43.215859","facebook","","ios",0,,0
"08fff9a1-94e0-41bc-a6f7-6cdbe036cb90","2019-06-01 00:41:49.003115","mail","gain","ios",0,,0
"090b63ed-223d-44b8-97ee-fab6429b714c","2019-06-01 22:22:46.996909","facebook","","ios",0,,0
"092176ea-627f-4206-b5b2-cf2d94e66d6f","2019-06-01 12:58:21.431733","mail","","ios",0,3,1
"0961d65d-6696-499c-9026-1e3a64416ffa","2019-06-01 04:48:25.824877","google","","ios",0,,0
"098e6ac3-791d-459a-a178-be2af432bb9d","2019-06-01 15:32:06.011978","mail","","ios",0,,0
"0b4364ac-2dcb-4d6f-a805-dac31aa9b4f3","2019-06-01 20:30:53.137202","facebook","","ios",0,,0
"0b652972-c6aa-4026-81dd-45a117f8f113","2019-06-01 17:10:25.100117","facebook","","ios",0,,0
"0b9b32b7-ed53-48af-a08e-ea95ebdd7b52","2019-06-01 05:31:42.794054","facebook","","ios",0,,0
"0c3eed09-9b30-464b-8114-1e802eab852d","2019-06-01 06:32:06.441165","mail","loss","android",0,,0
"0cc7974b-1494-4462-ae3c-4eada695b1d3","2019-06-01 16:16:28.474414","mail","","ios",0,,0
"0cea24af-6fb7-439a-b2e5-cf4451b35077","2019-06-01 19:48:25.0811","facebook","","android",0,,0
"0d5f7c52-d244-44bf-bc2c-5e2e8d11a1e7","2019-06-01 15:39:26.474224","google","","android",0,,0
"0d64cf9b-cafe-4acb-a134-41763c02572e","2019-06-01 11:43:28.17937","google","","ios",0,,0
"0e171986-0342-47d1-b497-ab8943f2abcd","2019-06-01 02:30:11.115546","google","","ios",0,,0
"0e70fef7-dc11-460d-b6c1-fa0831454484","2019-06-01 20:15:57.614734","mail","","ios",0,,0
"0e7150d3-973b-4d46-9b06-781d88d8b008","2019-06-01 05:58:37.634877","mail","","ios",0,,0
"0f2d4b81-f782-4bb5-8575-c761849797e1","2019-06-01 02:40:33.402769","mail","","ios",0,,0
"0f514aa1-cddd-45d1-b098-ea67c8805902","2019-06-01 23:17:44.286976","mail","","ios",0,,0
"0fcd47bd-fc74-46cb-a7e9-8b122914573e","2019-06-01 13:10:33.49506","mail","recomp","web",0,1,1
"10688285-efdc-463c-9606-0bf11233b907","2019-06-01 22:58:57.06733","google","","ios",0,,0
"107ae683-7434-40c9-88c8-fd89c7c611f7","2019-06-01 20:06:21.795212","facebook","","android",0,,0
"1124b8af-bdca-4574-a122-2e14713f527f","2019-06-01 20:31:17.777255","google","","android",0,,0
"1137d21a-733e-4506-96b4-2476d60ba4c5","2019-06-01 13:10:29.821761","mail","","ios",0,,0
"118b0046-3e41-434a-90d5-8ea7d5e84c0f","2019-06-01 13:30:17.243525","google","","android",0,,0
"12661010-0308-42e8-8014-e856c5ce9951","2019-06-01 08:54:39.357261","mail","","ios",0,,0
"12820c1d-962f-476a-bdba-d560c537c0ae","2019-06-01 17:57:31.054306","mail","","ios",0,,0
"12c86bcd-98d8-461b-a35c-9e0ecedc47cd","2019-06-01 07:41:50.542773","mail","","ios",0,,0
"12d274a6-3980-4d0c-b64a-b7ee771d199b","2019-06-01 01:13:43.654181","facebook","","android",0,,0
"12fdfe6b-040d-4a6a-88d7-8d75f83558f1","2019-06-01 15:41:18.1383","facebook","","android",0,,0
"1386bc00-0986-4227-877a-2365bc832e66","2019-06-01 00:55:45.653744","google","loss","android",0,,0
"13ce194f-ba69-44e9-954a-374831065b0e","2019-06-01 09:31:44.388069","facebook","","ios",0,,0
"14032356-14d1-4e63-a33d-be8d2b927628","2019-06-01 16:51:35.379494","mail","","ios",0,,0
"14df0d79-a18a-4540-9472-2e5180f78f18","2019-06-01 19:23:23.715107","facebook","","android",0,,0
"15129b56-feec-4c3a-9946-bcc6a08152e6","2019-06-01 12:16:55.401241","mail","","ios",0,10,3
"15366aa5-a51a-4db1-a823-759403ae8d6f","2019-06-01 00:36:38.593892","mail","","ios",0,,0
"1649e045-0003-4ab4-9070-5e3d4c14a1fb","2019-06-01 13:14:31.968161","facebook","","ios",0,,0
"1695c1db-8433-4002-b1bc-50ea231ee1f4","2019-06-01 20:14:41.932925","mail","","ios",0,,0
"16e6ee92-5ee5-4d68-a5f8-1487d1424d60","2019-06-01 01:26:42.964229","mail","","ios",0,,0
"175b6ef3-439a-4363-861c-44ac23aa522c","2019-06-01 22:13:56.242976","mail","","ios",0,,0
"17c65b84-2cef-4183-b482-855001d4e9ec","2019-06-01 13:27:33.571942","mail","","ios",0,,0
"185f5cd9-43f1-47e6-b8f5-33718f4105bd","2019-06-01 20:34:26.171071","mail","","ios",0,,0
"18ac2e62-54a4-4955-91f9-50bac28ce706","2019-06-01 15:23:35.349117","google","","ios",0,,0
"19c42516-7b3d-43ae-afc9-9f3e205389fe","2019-06-01 03:25:54.504858","mail","","android",0,,0
"19efa8a7-ae00-48b2-bbf9-4901ba8f276e","2019-06-01 05:06:45.301857","mail","","ios",0,0,0
"1a0be6d3-5a99-48d9-bd50-b70d4c5e40ee","2019-06-01 19:30:43.81137","mail","recomp","ios",0,,0
"1a31d4fe-6ea1-4293-aab3-16e522d837c9","2019-06-01 10:47:02.855173","mail","","ios",0,,0
"1a4ed1ae-fc08-4b3a-b7a4-1d353721c40f","2019-06-01 23:33:55.46764","mail","","ios",0,,0
"1ab1da26-7548-4c31-b418-75dd512235fa","2019-06-01 00:49:02.262711","mail","loss","web",0,,0
"1b3f7827-27d5-413f-afb2-4035d990977e","2019-06-01 06:55:24.517716","mail","","ios",0,,0
"1c62ccf0-4fcc-4705-84b1-2fbe0a6bcfa5","2019-06-01 17:41:28.530032","google","","ios",1,0,1
"00252da0-71d5-413c-9a64-2344e80c76ed","2019-06-01 19:39:50.748391","google","","android",0,0,1
"010d2c2a-f747-45ea-9b56-a3a778876836","2019-06-01 06:44:39.989957","mail","loss","ios",0,,0
"03161c50-374c-409a-b0e6-5dac88ecf0cc","2019-06-01 20:30:06.923187","google","","ios",0,,0
"03b18070-862c-48d0-bba0-aca1f5d11df9","2019-06-01 07:26:29.356225","mail","","ios",0,,0
"041ca3ce-2771-438c-87ab-2f66814eb9a1","2019-06-01 08:51:04.373414","mail","loss","android",0,,0
"041e0a04-8031-48b6-9a17-8a8972dae019","2019-06-01 17:22:42.64358","mail","","android",0,,0
"0477d3c0-335a-4b60-96f7-41d81c0dc0d6","2019-06-01 06:48:24.938528","mail","loss","android",0,,0
"04d2dc98-9a77-45d3-8239-c5d73fcaf9ba","2019-06-01 23:59:03.982978","google","","ios",0,,0
"053fe74e-a07c-4658-93f9-f2d0e3157c03","2019-06-01 08:11:12.78149","mail","","ios",0,0,10
"06416c5e-b44b-49a2-b44f-1f6a6eca6e0d","2019-06-01 00:15:38.472802","mail","","ios",0,,0
"06764713-f18b-4f8a-91f1-338be39aff96","2019-06-01 17:13:58.46777","google","","ios",1,,0
"072173ab-69be-4791-b360-45fa6839203b","2019-06-01 13:20:07.762797","facebook","","ios",0,,0
"079d56e3-e4f6-4822-9792-3a80e3fcf51c","2019-06-01 18:10:03.571458","google","","ios",1,,2
"08beb4b9-49d3-4e6e-9adf-96e886501381","2019-06-01 22:25:33.294249","facebook","","ios",0,,0
"08c47a12-b32c-49a6-b7c2-3a8d86b4bac0","2019-06-01 07:52:39.017175","google","","ios",0,,0
"091294be-23fc-4005-a1f5-b5cdb7e14ecd","2019-06-01 14:21:45.426522","facebook","","ios",0,,0
"09658151-5356-45e3-a7d7-cd7e10dba495","2019-06-01 15:16:08.685084","mail","","ios",0,,0
"09c88d3b-76f5-4ba3-bbae-6e8da53b092b","2019-06-01 16:26:13.882417","google","","ios",0,,0
"0b64e288-f982-459d-8f87-9d0f9ed72287","2019-06-01 05:35:03.740235","mail","","ios",0,,0
"0bae0484-9266-49ce-bc3a-4c8d4d01c7b5","2019-06-01 06:20:56.791981","mail","loss","android",0,,0
"0bca17ef-68cc-491a-a787-6da70b4bc16a","2019-06-01 17:22:30.062177","mail","","ios",0,,0
"0c6b40dd-ae42-413c-aa2c-1a1cd8b9c5ec","2019-06-01 12:22:59.624293","google","","ios",1,1,1
"0cdcc6ef-9208-44b8-9e2e-5bcb06eb05ce","2019-06-01 06:35:16.760299","mail","loss","android",0,,0
"0d02ac69-2247-4cc7-af7d-d3bb02c2ea2a","2019-06-01 03:12:59.111175","facebook","","ios",1,,1
"0d870c8c-a9f7-4430-9e0a-e8c54b8dad94","2019-06-01 07:08:25.474365","google","","android",0,,0
"0e0e86f0-586c-4240-a4d0-b4233d765e9e","2019-06-01 12:18:00.353645","facebook","","ios",0,,0
"0e1ad61c-b129-4c45-8601-3d2f3a95818a","2019-06-01 08:44:11.55766","google","","ios",0,,0
"0e1fc679-4a43-4854-801c-026af035f1a9","2019-06-01 17:13:14.224189","mail","","ios",0,,0
"0e5c041b-33a5-4244-bb0a-473ee73b64a2","2019-06-01 04:01:32.911812","facebook","","ios",0,,0
"0e8d55da-7c55-4da2-a229-df45f024a474","2019-06-01 00:42:51.466824","mail","","ios",0,,0
"0f07eec5-2536-4b9c-8f27-e77df4765760","2019-06-01 10:45:24.752477","mail","","ios",0,,0
"0f739cfc-f0a8-44d9-98ae-94345882342b","2019-06-01 17:31:04.959478","google","","ios",0,,0
"10639901-ad6f-4c5d-8f0a-de1b30e70a2b","2019-06-01 15:51:43.883764","google","","ios",0,0,1
"11d6054f-f658-493e-a674-1cbe30093d99","2019-06-01 17:16:29.54955","google","","android",0,,0
"11e7370c-1fdb-4e25-a803-13c2abc06ccb","2019-06-01 06:22:39.678731","mail","","android",0,,0
"13003546-5840-4230-aa25-4aa88e57496c","2019-06-01 14:22:55.687271","google","gain","ios",1,,2
"1348e571-8700-4872-942c-12cb622447f2","2019-06-01 12:40:53.722238","mail","","ios",0,,0
"1403d01d-63e7-427c-b1fb-c999093c24c5","2019-06-01 16:11:53.116403","google","","ios",0,,0
"14ab821d-99c1-412a-8b35-394789757eab","2019-06-01 14:08:11.948584","mail","","ios",0,,0
"1602e8a8-8247-42d7-a3e6-41d5831b9677","2019-06-01 07:37:38.90051","google","","ios",0,,0
"16074e8a-35a9-42c2-816e-f8e60a4db571","2019-06-01 11:36:23.824821","mail","","ios",1,,0
"169b08e8-56fc-4d0c-baa1-8b2a1224d3fb","2019-06-01 08:49:28.838814","mail","loss","android",0,,0
"16dc1d5a-57f0-4ad1-bdb2-613148e4a84f","2019-06-01 13:25:43.934994","mail","","ios",0,,0
"1706b44d-4e8c-420c-9283-3b2383a311ac","2019-06-01 06:16:33.387186","mail","loss","android",0,,0
"173b6720-149c-4938-a69e-2dfbf9b4b0ff","2019-06-01 17:38:08.993451","mail","","ios",0,,0
"17c3176b-c8fc-4b41-b65e-47de038c0f70","2019-06-01 09:51:20.769442","mail","","android",0,0,6
"195c1375-8122-4d25-a6a8-bda8c22156a7","2019-06-01 14:34:34.794564","facebook","","android",0,,0
"198408ea-c28b-4f46-be3d-e2f0f4251f68","2019-06-01 07:52:56.737502","mail","loss","android",0,,0
"1a942686-b7dd-49d0-955f-69f89c43470f","2019-06-01 18:19:17.311014","mail","","ios",0,,0
"1ab0f475-057f-49ab-9729-be1f3bab7e4e","2019-06-01 17:07:26.381983","mail","","ios",0,,0
"1aee9936-384f-4a48-b539-5db06ea96301","2019-06-01 08:23:23.788093","mail","loss","android",0,,0
"1b2d6539-4865-432a-abee-ebf3c02753ef","2019-06-01 20:31:33.58338","mail","","ios",0,,0
"1b37e96e-a83f-4bc4-948f-0391ba77b03a","2019-06-01 06:23:51.195835","mail","loss","android",0,,0
"1b3fb847-4354-4282-b7cf-1237fd9ee00b","2019-06-01 22:30:33.302619","google","","android",0,0,3
"1b65a4ce-efa9-4734-862a-9b0a359c4dd7","2019-06-01 19:56:34.641407","mail","","ios",0,,0
"1b8d51d9-cfc5-4be8-b011-7c986444881e","2019-06-01 09:04:45.097443","facebook","","ios",0,,0
"1c65697f-ccfb-4bb9-9253-3af3f43242e9","2019-06-01 14:20:52.330492","mail","","ios",0,,0
"1cc39dec-3947-4d4a-9ef4-5851a23deeef","2019-06-01 20:08:24.502864","mail","","ios",0,,0
"1d3f5315-5659-471c-9c4d-4925aba12322","2019-06-01 01:23:24.312952","google","","ios",0,,0
"1d47da26-bf6a-44d8-a996-f0300605740b","2019-06-01 13:29:47.545255","facebook","","ios",0,,0
"1d5fd5d6-2655-46e6-9043-08a94ac6be5e","2019-06-01 13:40:29.876459","mail","","ios",0,,0
"1d7661fe-31bb-43bf-8670-73788e20069d","2019-06-01 15:04:44.013758","facebook","","ios",0,,0
"1da145ff-ae7e-4848-80cf-f1959469bac9","2019-06-01 19:20:36.538055","google","","android",0,,0
"1e3beb79-1f06-41cb-9784-5389248719ef","2019-06-01 02:30:30.253858","google","","android",1,,1
"1e47d2d6-ee20-46eb-aa1c-2cfc40a0dda8","2019-06-01 18:55:32.831161","facebook","","ios",0,,0
"1efd2cc6-a27f-4dc0-a745-a0fe19ae72b5","2019-06-01 20:37:01.80849","google","gain","android",0,,0
"1f564c09-2554-4d0b-9e59-59d6158d1069","2019-06-01 08:18:25.892879","mail","","ios",0,,0
"2120a7c8-c2d0-4d07-ab59-43ff123616c7","2019-06-01 02:16:25.583196","facebook","","ios",0,,0
"215fa167-7701-463e-a7a4-dca8a6539010","2019-06-01 12:21:21.878269","mail","","ios",0,,0
"2223e9e9-f635-4ac7-8eed-ee8f0cac0090","2019-06-01 12:11:22.696475","facebook","","ios",0,,0
"222bb21f-fd39-4007-b396-4cee154d5fa3","2019-06-01 07:02:56.458521","mail","","ios",0,,0
"2404db36-40ec-4d56-a4e5-56abbfa29bdd","2019-06-01 23:08:32.66301","mail","","android",0,,0
"242c76df-9c18-432e-bfe2-dda735819ad3","2019-06-01 22:28:03.551115","google","","ios",0,,0
"2432d898-f72f-4b00-bcd6-4b6b1ed18ce5","2019-06-01 15:04:40.045561","facebook","","android",0,,0
"251856d4-5bb5-48a3-8346-f241ef146c8d","2019-06-01 09:53:47.618119","mail","","ios",0,,0
"2563d8fd-a908-4402-aec0-2b54d718e1ae","2019-06-01 07:41:25.175745","mail","loss","android",0,,0
"25e431f7-700f-473b-9d04-f31e8d2724ea","2019-06-01 22:45:00.079868","facebook","","ios",0,,0
"0006e911-ca8f-40dd-a2bd-3ed989a48516","2019-06-01 09:04:42.076129","mail","","ios",0,,0
"00308dd9-e40d-4cd8-8e9d-805bcdf48d25","2019-06-01 08:20:29.379955","mail","loss","android",0,,0
"0049bffa-5160-4e97-9abe-f466b6c74dec","2019-06-01 00:52:12.046885","google","","android",0,,0
"01731dea-74a2-4a19-9e03-4bc6b78a8310","2019-06-01 14:04:21.908789","mail","","ios",0,,0
"02022a92-cc57-4a00-8cdf-3bf01aae15b3","2019-06-01 02:41:02.04107","google","","ios",0,,0
"02fcf637-8524-4bc1-ac82-0b047689c46d","2019-06-01 12:44:15.293212","mail","","ios",0,,0
"03a4dbb6-2bde-4ec1-8d81-a91cc42eb3f8","2019-06-01 17:18:43.428162","mail","","ios",0,,0
"0436f18a-ffe1-4dfa-bc93-b188adb5541d","2019-06-01 19:35:38.557892","mail","gain","ios",1,,1
"045930eb-d41c-49ce-8cc2-2071c3497274","2019-06-01 21:52:43.64556","mail","","ios",0,,0
"04855fbe-c05d-4aa7-89ea-f74bbf5a39af","2019-06-01 22:00:16.331935","facebook","","ios",0,,0
"04f5bd97-53c3-41b4-85c8-0f953ed85d10","2019-06-01 15:41:34.714101","facebook","","ios",0,,0
"056d7006-901c-4c0b-8bfb-6fdd860741fc","2019-06-01 17:02:48.246781","google","","android",0,,0
"05935a42-372d-47e0-bcf0-ade42634693c","2019-06-01 15:47:59.282334","facebook","","ios",0,,0
"05c50f5c-160c-4be9-a4b9-a85ac9c60a22","2019-06-01 02:33:01.4317","google","","ios",0,,0
"06231ee9-8892-4a75-8757-0e45ed7a3137","2019-06-01 10:17:21.16802","mail","","ios",0,,0
"069e7b2f-376d-435c-bcaa-713f6c698e6c","2019-06-01 12:38:30.377133","google","","ios",0,,0
